id,cuisine
26392,thai
27384,italian
43045,thai
22576,mexican
11597,moroccan
22656,french
47811,greek
7925,spanish
14860,chinese
27525,korean
7798,spanish
10848,moroccan
19062,british
32224,chinese
11529,italian
12155,spanish
30628,jamaican
21909,korean
14291,mexican
3323,southern_us
6502,italian
25833,greek
31108,british
47484,french
27396,spanish
48147,chinese
10489,moroccan
12014,irish
4904,moroccan
36607,greek
12756,moroccan
32462,moroccan
42204,vietnamese
246,mexican
47061,korean
15908,vietnamese
29572,moroccan
13458,mexican
14022,irish
40437,vietnamese
48136,moroccan
17687,italian
48504,vietnamese
22857,jamaican
11465,indian
42107,thai
12514,mexican
46339,moroccan
8383,jamaican
27362,cajun_creole
38646,vietnamese
44084,korean
12946,thai
11670,indian
34916,spanish
2944,moroccan
33063,mexican
26982,jamaican
2231,mexican
5118,indian
28258,cajun_creole
44113,filipino
47328,korean
33937,filipino
40399,italian
23562,vietnamese
12787,indian
13992,jamaican
38992,irish
45269,jamaican
15211,moroccan
34602,british
41779,thai
4179,mexican
37925,jamaican
46161,greek
5512,moroccan
27845,mexican
12024,italian
41072,russian
17911,jamaican
4237,chinese
40442,french
15522,mexican
6804,jamaican
43807,thai
21647,chinese
22758,british
32551,moroccan
20470,mexican
20842,vietnamese
43018,indian
45493,greek
42442,jamaican
14655,italian
32247,italian
32302,spanish
42075,indian
19949,mexican
23352,british
48549,cajun_creole
15053,filipino
23490,moroccan
12080,chinese
41992,vietnamese
10618,brazilian
2870,british
49226,mexican
10052,british
39400,greek
8410,mexican
15752,mexican
18854,moroccan
28448,thai
27260,indian
1083,british
21430,italian
46343,british
12493,mexican
14251,korean
37764,cajun_creole
3912,greek
28477,greek
25100,italian
44515,spanish
36019,southern_us
44471,italian
27855,indian
47538,chinese
16954,mexican
5730,vietnamese
29892,cajun_creole
25581,moroccan
43708,indian
49152,thai
40984,mexican
13050,italian
15031,filipino
42841,russian
16325,british
1866,british
29547,filipino
24281,cajun_creole
49183,southern_us
41136,mexican
15790,indian
23832,chinese
4231,russian
5306,thai
40103,cajun_creole
45908,moroccan
34333,korean
19999,moroccan
9304,korean
11613,mexican
30183,greek
14480,korean
26493,korean
46415,mexican
23012,indian
2981,british
31371,moroccan
8119,spanish
48376,japanese
42957,thai
18688,jamaican
38876,british
11197,greek
48216,thai
24611,moroccan
16761,thai
47345,cajun_creole
16477,spanish
31855,russian
403,jamaican
48608,mexican
1985,british
36249,jamaican
27201,chinese
22141,moroccan
34166,cajun_creole
4721,jamaican
44230,mexican
21409,greek
29986,cajun_creole
15401,greek
32341,greek
46266,italian
6633,moroccan
42713,italian
9117,russian
16266,russian
36470,british
16164,indian
34712,korean
29117,cajun_creole
34991,indian
24906,italian
36954,jamaican
29979,korean
16710,italian
48056,italian
24035,moroccan
32656,moroccan
45875,british
1735,thai
35986,greek
45005,british
46636,filipino
31507,jamaican
31348,mexican
28362,moroccan
33305,italian
36747,filipino
39897,filipino
27450,chinese
49579,korean
24426,jamaican
11507,moroccan
6093,thai
49338,greek
11560,italian
49597,mexican
17865,filipino
5995,moroccan
9707,mexican
6888,moroccan
46148,japanese
19940,british
34637,italian
14214,moroccan
15805,russian
34328,chinese
27174,british
24919,italian
33206,mexican
10745,brazilian
41550,russian
5008,southern_us
10685,mexican
15287,cajun_creole
25701,southern_us
31525,italian
27096,chinese
36113,japanese
48480,british
1944,italian
26314,italian
10478,vietnamese
15149,british
5024,british
1676,french
2869,spanish
20079,british
8053,vietnamese
6212,spanish
13557,indian
9735,korean
39956,spanish
21569,mexican
3269,spanish
4461,cajun_creole
41598,moroccan
44612,indian
20150,russian
7278,spanish
35809,korean
21612,mexican
20357,british
23355,italian
27727,spanish
34021,jamaican
9970,mexican
36438,british
12079,southern_us
22380,indian
28065,moroccan
49690,italian
48671,moroccan
18509,southern_us
8903,greek
23374,chinese
22475,korean
28418,jamaican
42625,british
44840,italian
42121,indian
2243,moroccan
18032,korean
19392,mexican
25679,russian
11223,mexican
35867,korean
33842,mexican
12676,jamaican
38377,moroccan
344,southern_us
11864,chinese
16895,cajun_creole
3001,indian
19195,korean
3635,british
23150,russian
17502,italian
16405,moroccan
34160,mexican
34495,filipino
18377,french
18988,thai
24880,spanish
48302,italian
33358,moroccan
20732,filipino
22094,moroccan
8638,thai
35556,mexican
27248,cajun_creole
15746,italian
46404,mexican
23323,greek
39018,southern_us
23510,moroccan
27710,russian
30540,chinese
48945,british
37197,vietnamese
27343,korean
29349,mexican
38383,cajun_creole
46758,filipino
24859,chinese
18292,mexican
32450,cajun_creole
35936,thai
36789,jamaican
19804,mexican
16604,greek
585,jamaican
29352,indian
48392,spanish
44324,greek
5012,cajun_creole
19487,spanish
17263,mexican
26127,jamaican
39464,jamaican
4870,chinese
16171,moroccan
308,moroccan
19155,cajun_creole
18736,brazilian
43352,southern_us
24652,mexican
44181,jamaican
36237,indian
30286,spanish
4019,british
20111,british
35543,italian
25992,vietnamese
8275,mexican
49613,vietnamese
45149,indian
38610,indian
18111,mexican
35670,italian
30349,chinese
12034,chinese
20729,cajun_creole
11458,cajun_creole
16423,indian
47404,mexican
43875,chinese
43513,italian
21894,cajun_creole
9350,greek
18519,greek
4651,moroccan
14831,mexican
32530,thai
44131,moroccan
36724,southern_us
20264,cajun_creole
4994,indian
47875,british
1952,filipino
6792,cajun_creole
44853,spanish
13807,jamaican
14303,cajun_creole
27449,mexican
20389,moroccan
32028,cajun_creole
9758,mexican
15295,jamaican
14904,spanish
9534,italian
46950,italian
15648,moroccan
44473,greek
29833,spanish
3015,italian
43675,british
3329,jamaican
27359,moroccan
18163,korean
45238,indian
2146,cajun_creole
17194,british
15864,spanish
6084,russian
44220,greek
1843,filipino
4777,russian
27182,greek
47648,italian
30068,mexican
36696,mexican
47909,moroccan
19016,mexican
32683,chinese
224,greek
2031,cajun_creole
26715,japanese
23886,mexican
28724,moroccan
46037,spanish
38683,chinese
19328,vietnamese
15324,italian
20480,spanish
43132,mexican
25028,moroccan
15859,southern_us
13023,indian
27838,cajun_creole
3661,indian
35313,mexican
45668,cajun_creole
3070,british
20607,filipino
33560,korean
43354,cajun_creole
19935,italian
45795,italian
42932,mexican
42059,italian
47601,filipino
31240,korean
5339,british
8192,greek
4831,korean
9134,moroccan
49500,indian
45456,jamaican
47506,mexican
43238,british
43910,british
36829,thai
2771,greek
14712,british
37718,mexican
5264,indian
26273,jamaican
48641,moroccan
46990,indian
26575,greek
43906,moroccan
30518,mexican
45950,irish
15967,italian
25115,thai
15112,jamaican
34860,cajun_creole
32100,greek
11239,korean
809,greek
9212,greek
34741,mexican
29409,mexican
39986,cajun_creole
21487,spanish
36981,greek
19115,indian
37110,mexican
36185,chinese
26244,korean
18026,cajun_creole
36961,spanish
14384,mexican
6039,cajun_creole
31871,moroccan
35841,moroccan
16074,russian
39180,filipino
19331,italian
8658,greek
49574,italian
25237,brazilian
6947,greek
5309,greek
35914,spanish
14715,russian
47994,british
11508,korean
41662,greek
39047,indian
22933,filipino
5016,japanese
49449,greek
39029,southern_us
1721,cajun_creole
41864,italian
17358,moroccan
36847,mexican
34812,indian
5486,british
2492,chinese
45624,mexican
7576,filipino
34773,korean
16904,chinese
4279,mexican
38068,british
7370,moroccan
23586,indian
48790,mexican
26717,mexican
32749,italian
42536,chinese
5372,french
37143,british
37244,greek
27674,thai
778,chinese
14686,cajun_creole
9274,mexican
37769,moroccan
12871,italian
38528,mexican
32968,irish
6275,italian
4732,british
9452,indian
29194,indian
16627,russian
5127,filipino
26447,italian
11489,southern_us
23884,cajun_creole
14545,indian
19620,indian
9771,irish
21265,jamaican
38249,italian
3483,jamaican
21262,spanish
14605,filipino
9448,indian
15750,thai
6413,jamaican
17585,korean
10057,moroccan
29462,korean
18943,italian
22591,mexican
32048,cajun_creole
32249,british
39578,jamaican
21724,spanish
27119,southern_us
25094,filipino
41200,irish
33033,chinese
21389,british
49103,italian
12519,greek
26913,indian
12460,greek
3397,moroccan
3502,korean
42877,cajun_creole
249,korean
46008,british
14185,jamaican
20873,moroccan
11722,cajun_creole
24883,indian
3932,jamaican
25728,russian
16428,moroccan
7887,mexican
48364,korean
47197,spanish
28640,mexican
16758,chinese
39135,italian
33302,greek
23677,vietnamese
25509,thai
35746,korean
46195,italian
19788,italian
18888,korean
21153,russian
44672,british
48707,chinese
2232,chinese
36081,vietnamese
948,italian
24512,moroccan
24382,southern_us
40648,french
48886,irish
21967,italian
40119,moroccan
38221,moroccan
49494,cajun_creole
17286,spanish
10421,thai
13088,italian
34348,greek
15405,thai
15218,italian
40233,vietnamese
26098,korean
17221,mexican
25198,filipino
22532,thai
41563,filipino
2554,filipino
38170,mexican
29476,greek
33384,korean
5770,korean
5628,chinese
44069,italian
18530,greek
22369,korean
9498,italian
26476,spanish
29939,greek
9336,thai
26377,mexican
18442,italian
13470,vietnamese
34689,filipino
11016,southern_us
28985,indian
25293,italian
569,filipino
29992,chinese
20363,filipino
6981,british
30154,filipino
39960,italian
25975,italian
4029,indian
49081,filipino
7493,chinese
10393,mexican
6915,spanish
42310,vietnamese
15612,mexican
23160,british
37897,british
44731,italian
3460,british
29855,italian
31140,korean
4481,jamaican
30882,russian
511,korean
1120,moroccan
42651,indian
18209,irish
38368,korean
31783,thai
37589,french
17752,korean
37020,cajun_creole
19503,jamaican
2718,indian
28365,mexican
45843,vietnamese
4514,chinese
4311,chinese
41356,moroccan
12022,british
6846,moroccan
8983,indian
47589,moroccan
14859,irish
20035,british
732,thai
38568,southern_us
10871,brazilian
42540,indian
48782,russian
17988,moroccan
8147,korean
32029,moroccan
25598,greek
8695,chinese
11213,mexican
21053,italian
29154,southern_us
33691,korean
32129,italian
43787,chinese
40642,cajun_creole
39782,british
38430,italian
33438,chinese
31602,british
17581,spanish
25169,filipino
35755,spanish
33544,mexican
34252,chinese
30764,moroccan
44946,greek
716,mexican
24668,italian
24270,vietnamese
13165,greek
33758,spanish
3090,vietnamese
43987,moroccan
39021,mexican
44460,greek
29876,british
17737,indian
36772,moroccan
18174,british
20924,brazilian
39098,italian
32571,mexican
26957,korean
11363,mexican
20736,thai
42639,chinese
43350,indian
15451,italian
45175,cajun_creole
5652,russian
1569,korean
39036,korean
13673,korean
1550,mexican
38553,british
38594,moroccan
3220,moroccan
24686,vietnamese
10863,italian
46683,greek
5113,moroccan
34967,moroccan
15420,filipino
9607,cajun_creole
7190,mexican
7482,spanish
3928,italian
11288,cajun_creole
1948,indian
6590,korean
20275,filipino
14212,moroccan
47990,moroccan
36653,spanish
22436,jamaican
34790,french
45752,greek
19159,mexican
14515,greek
27510,french
38699,korean
34959,italian
7206,indian
2316,italian
18823,thai
1909,jamaican
48313,cajun_creole
5844,british
29975,moroccan
41091,cajun_creole
9532,russian
46569,moroccan
10399,chinese
42934,cajun_creole
2688,thai
27095,cajun_creole
12476,cajun_creole
23070,indian
9837,italian
45829,korean
31887,southern_us
28518,irish
47168,greek
45321,mexican
20662,spanish
9699,thai
41018,filipino
705,italian
42898,moroccan
633,indian
31443,mexican
18613,jamaican
19060,british
17845,spanish
1534,filipino
41786,russian
31656,brazilian
17330,spanish
7048,irish
7938,jamaican
46208,greek
33759,italian
5526,thai
26943,thai
20701,spanish
35701,thai
36687,spanish
21401,filipino
376,british
6980,moroccan
39402,italian
43095,mexican
18576,greek
39720,moroccan
17526,french
27549,spanish
27123,italian
22979,cajun_creole
46113,moroccan
31557,mexican
20414,irish
14487,thai
24881,italian
17955,moroccan
39109,mexican
35576,spanish
25876,cajun_creole
24669,mexican
22261,korean
832,korean
29742,spanish
21381,jamaican
34322,greek
7224,korean
17978,greek
9438,chinese
9458,korean
41045,chinese
34614,thai
16651,italian
8230,filipino
39372,cajun_creole
39357,filipino
44341,mexican
42052,british
45208,thai
28626,southern_us
48345,vietnamese
37791,brazilian
15227,korean
24053,japanese
17716,british
6087,vietnamese
28000,mexican
4320,moroccan
21783,cajun_creole
16148,mexican
47562,italian
31541,greek
43574,jamaican
45475,spanish
16953,irish
5239,korean
4595,indian
37279,british
33264,italian
30484,cajun_creole
9200,jamaican
7457,thai
42413,korean
18484,thai
20985,mexican
29503,jamaican
45242,italian
46953,filipino
13948,mexican
1623,russian
33251,greek
6148,spanish
30392,british
144,korean
20602,british
48085,moroccan
14896,jamaican
47518,indian
29161,cajun_creole
39363,mexican
694,russian
3887,italian
12671,irish
31117,filipino
14714,moroccan
29993,thai
20639,italian
17665,greek
3969,indian
11014,mexican
19530,british
17271,moroccan
30457,moroccan
22989,indian
45756,indian
20297,filipino
10942,russian
35686,mexican
13032,greek
7951,chinese
20432,southern_us
17971,mexican
4128,jamaican
7589,mexican
18816,korean
12650,chinese
418,indian
36366,russian
32991,mexican
6424,moroccan
8134,indian
39280,southern_us
3091,irish
23382,spanish
34090,mexican
23320,moroccan
14962,british
42047,moroccan
44805,cajun_creole
36584,spanish
3016,indian
6391,filipino
38188,mexican
1784,mexican
18300,italian
3856,italian
41841,chinese
16837,spanish
23687,indian
38118,moroccan
27801,chinese
17096,chinese
20235,cajun_creole
13288,british
26749,cajun_creole
19084,greek
35200,cajun_creole
41073,greek
28016,italian
18431,italian
22228,korean
27456,moroccan
325,italian
6543,italian
7062,filipino
49221,russian
44536,spanish
24865,filipino
26543,chinese
10096,british
38273,spanish
6710,jamaican
49243,italian
19624,italian
24435,cajun_creole
14883,greek
22516,filipino
587,british
40539,indian
11208,indian
18273,moroccan
22762,korean
13300,italian
42245,italian
14177,greek
4184,moroccan
14277,jamaican
41308,moroccan
34438,italian
9805,korean
38007,italian
23919,indian
13945,moroccan
32279,indian
17456,mexican
47941,mexican
32310,italian
44442,greek
14163,mexican
27573,italian
777,british
44116,indian
13347,mexican
29348,korean
14219,cajun_creole
39983,italian
33682,spanish
21443,filipino
47642,cajun_creole
1759,cajun_creole
1205,southern_us
4794,spanish
17408,spanish
34666,thai
40237,greek
13778,italian
41289,italian
3560,british
35830,mexican
11151,cajun_creole
12789,cajun_creole
21166,italian
24716,korean
25586,mexican
11046,british
31793,indian
28746,spanish
7226,cajun_creole
30991,southern_us
47476,irish
30626,italian
49367,filipino
35754,indian
4247,jamaican
49423,russian
22295,british
2749,chinese
685,russian
30988,italian
46285,spanish
40492,mexican
22264,italian
15921,mexican
388,chinese
33121,chinese
35685,indian
4416,british
17725,italian
39525,moroccan
27034,russian
28470,southern_us
38953,mexican
20045,british
12896,moroccan
39573,greek
8838,brazilian
15399,thai
39439,mexican
26837,chinese
41220,british
35968,chinese
24335,vietnamese
10983,japanese
5516,cajun_creole
38894,jamaican
11887,greek
31306,southern_us
38578,indian
3561,british
45095,thai
30969,greek
14389,british
29670,vietnamese
40995,southern_us
33629,greek
10616,italian
30886,italian
18995,indian
31098,filipino
34607,chinese
48989,irish
44542,japanese
47075,spanish
19228,chinese
2685,mexican
11686,filipino
9610,mexican
30405,greek
43666,moroccan
32892,italian
44741,irish
6791,chinese
440,moroccan
22693,jamaican
24328,korean
13800,korean
23873,cajun_creole
12767,southern_us
5929,mexican
20645,mexican
20999,cajun_creole
29995,british
35223,irish
22414,greek
23410,chinese
36558,japanese
13704,british
41952,indian
46915,cajun_creole
47170,filipino
2295,moroccan
46128,cajun_creole
48349,greek
1482,korean
26589,british
9418,greek
31356,filipino
16052,greek
43594,mexican
29099,indian
23472,italian
34914,chinese
19404,thai
28299,italian
12314,russian
6047,korean
37581,spanish
12750,filipino
17498,japanese
7694,moroccan
14531,filipino
26628,mexican
8205,moroccan
25101,mexican
29045,greek
20917,indian
8311,moroccan
10213,chinese
15241,thai
46132,british
15349,italian
22580,jamaican
47335,cajun_creole
17759,cajun_creole
27633,greek
42313,mexican
47272,thai
4553,jamaican
15235,filipino
34102,indian
21227,jamaican
9782,southern_us
6913,jamaican
11944,korean
19035,moroccan
9848,mexican
42745,mexican
40846,italian
27618,mexican
41067,mexican
13555,british
18063,mexican
16962,greek
8415,british
19041,cajun_creole
38889,moroccan
32528,thai
21750,italian
11344,chinese
27945,chinese
37025,british
789,mexican
25084,chinese
6024,cajun_creole
14741,indian
20468,chinese
26963,greek
1451,moroccan
27745,moroccan
31347,cajun_creole
46592,mexican
38107,moroccan
5987,british
1808,british
23783,greek
28618,italian
36764,korean
11326,mexican
3020,korean
24326,italian
34002,vietnamese
11499,british
9268,british
49368,korean
44720,chinese
13127,greek
34494,french
48382,filipino
18585,italian
40052,korean
46321,irish
49561,greek
9453,mexican
19555,mexican
17833,italian
10196,irish
35996,thai
22530,spanish
44176,italian
2669,cajun_creole
10896,indian
7343,russian
46255,filipino
27043,italian
20998,british
12357,mexican
36339,italian
45086,filipino
37690,southern_us
37829,indian
3537,mexican
5150,irish
13,british
44579,jamaican
8749,brazilian
131,moroccan
44306,cajun_creole
19202,italian
21300,british
27286,jamaican
18297,italian
4388,mexican
22234,greek
7359,jamaican
39947,russian
6855,moroccan
46057,greek
33950,italian
36009,british
23732,spanish
21316,thai
32806,cajun_creole
34343,jamaican
11973,french
2380,mexican
30667,british
42364,indian
30258,french
34109,chinese
5265,italian
123,mexican
12498,spanish
23713,jamaican
25176,moroccan
28576,moroccan
32563,mexican
38829,indian
3835,greek
1960,moroccan
43991,cajun_creole
45136,mexican
41554,moroccan
10118,korean
43827,mexican
32583,mexican
31949,spanish
23574,chinese
28211,chinese
21793,cajun_creole
25914,brazilian
34735,cajun_creole
26071,chinese
9476,moroccan
29443,british
16966,chinese
6457,british
25882,spanish
48390,greek
28356,british
15699,filipino
2090,spanish
4686,spanish
27937,vietnamese
25560,moroccan
38937,italian
48670,irish
2547,russian
17442,british
28669,spanish
4410,filipino
36917,chinese
46755,moroccan
25321,southern_us
47019,chinese
33077,moroccan
11593,spanish
44295,chinese
46632,chinese
18503,russian
29030,british
32516,russian
35128,irish
41715,filipino
49185,indian
35517,spanish
13909,southern_us
36886,southern_us
29304,mexican
29577,vietnamese
24570,mexican
29466,chinese
10724,moroccan
30026,italian
37133,korean
29346,thai
32871,thai
46420,chinese
29083,korean
4402,spanish
15877,spanish
33448,moroccan
3541,jamaican
27704,indian
28658,cajun_creole
23793,jamaican
11040,jamaican
28419,spanish
37086,spanish
13965,cajun_creole
28674,mexican
5645,southern_us
20756,mexican
15548,irish
14495,brazilian
11989,italian
47482,korean
14101,mexican
1289,mexican
49473,filipino
39161,korean
14452,greek
31489,thai
15599,mexican
28440,greek
33624,jamaican
24090,moroccan
16137,italian
4819,british
1377,british
47636,moroccan
25907,korean
35894,vietnamese
20315,mexican
27199,jamaican
34055,italian
26938,filipino
5734,mexican
32241,russian
2163,russian
20340,cajun_creole
6278,thai
49404,british
36731,mexican
29165,mexican
24932,indian
6591,indian
14644,moroccan
43518,british
28979,thai
45821,cajun_creole
26627,russian
39139,thai
3026,filipino
13204,italian
762,chinese
28036,greek
46514,filipino
34536,italian
36484,indian
5676,mexican
13715,british
43019,mexican
2471,indian
34065,italian
39362,spanish
4987,filipino
28414,southern_us
8710,italian
6610,greek
28847,cajun_creole
10560,indian
32993,italian
16912,mexican
35262,italian
46936,korean
14553,cajun_creole
17471,korean
22897,cajun_creole
2789,filipino
3897,italian
22751,greek
16566,korean
23033,british
30500,cajun_creole
13018,indian
13077,moroccan
9177,jamaican
16012,greek
5293,moroccan
35451,british
5591,moroccan
44443,mexican
36811,italian
7031,indian
11475,italian
5556,greek
33728,jamaican
46703,british
41776,italian
4099,spanish
4251,moroccan
29381,italian
30300,chinese
27494,spanish
48254,russian
32789,indian
44569,korean
44160,moroccan
18762,mexican
23808,british
11875,moroccan
35843,jamaican
4948,indian
34713,vietnamese
8352,greek
28407,mexican
3506,greek
44338,chinese
38464,greek
1139,moroccan
12287,indian
27031,chinese
42153,british
42686,brazilian
44415,cajun_creole
10072,greek
8618,greek
14153,mexican
23825,greek
21440,korean
13366,cajun_creole
24979,korean
33437,jamaican
4864,korean
33017,spanish
15122,thai
42731,british
8281,irish
2812,filipino
30683,british
24249,british
12169,cajun_creole
28629,spanish
32774,jamaican
15181,italian
44314,mexican
37583,irish
28069,chinese
33503,korean
24015,italian
39333,chinese
13414,italian
4855,spanish
6512,irish
21974,greek
9062,italian
6243,russian
10675,mexican
35788,spanish
37372,korean
28810,filipino
23045,british
21296,jamaican
33484,moroccan
30045,chinese
17354,indian
30061,greek
41671,mexican
13160,indian
43260,chinese
43992,chinese
16117,spanish
30403,greek
37331,chinese
5456,british
26893,irish
44470,cajun_creole
38130,moroccan
9361,thai
19320,french
3545,korean
25778,italian
34074,chinese
34216,indian
38817,spanish
20749,moroccan
31535,italian
2052,chinese
18186,korean
49595,british
47592,greek
26011,italian
23403,indian
8005,filipino
19517,british
10157,mexican
47071,british
22469,greek
26224,italian
29482,british
8227,chinese
12580,british
26385,brazilian
49610,british
6446,moroccan
1766,moroccan
19538,filipino
44811,french
16844,mexican
28777,filipino
28282,filipino
15025,british
35345,filipino
21527,filipino
26997,indian
40454,chinese
2828,cajun_creole
18980,cajun_creole
13604,mexican
9911,indian
49684,korean
5056,moroccan
2990,moroccan
32016,cajun_creole
37476,chinese
33761,chinese
20280,british
19266,greek
17492,spanish
29376,korean
39788,mexican
606,korean
28514,brazilian
8497,korean
14688,jamaican
6514,southern_us
22222,mexican
40303,mexican
23173,brazilian
26842,italian
38197,jamaican
6680,indian
11165,cajun_creole
10077,brazilian
10703,filipino
32046,british
40961,cajun_creole
35596,thai
1653,mexican
3886,italian
14121,spanish
36351,thai
32915,italian
5386,filipino
40215,mexican
183,filipino
24641,vietnamese
47715,italian
34390,spanish
712,korean
12535,chinese
49435,british
30517,cajun_creole
3489,russian
1636,italian
30044,mexican
24095,mexican
22105,thai
24627,japanese
38840,mexican
9246,british
32088,mexican
38769,thai
5657,jamaican
15325,chinese
28603,jamaican
42188,moroccan
30446,italian
1757,chinese
32710,russian
2136,jamaican
27690,indian
35074,british
48873,mexican
39277,british
28708,greek
45762,italian
37933,russian
4491,moroccan
35597,filipino
15163,spanish
25745,italian
49614,mexican
41946,british
6372,spanish
39604,cajun_creole
42983,korean
19983,indian
21892,moroccan
20647,spanish
47368,japanese
3557,filipino
41749,filipino
31498,italian
19271,southern_us
15640,british
26181,italian
22491,british
31939,vietnamese
35961,italian
9811,cajun_creole
40599,indian
40190,cajun_creole
16581,moroccan
22637,jamaican
37123,spanish
36020,jamaican
2226,italian
43012,italian
13134,moroccan
18749,british
1692,british
10138,cajun_creole
25235,indian
13955,italian
42655,thai
12415,italian
7502,greek
27394,british
44210,mexican
5331,british
25173,mexican
48988,mexican
20735,thai
22048,italian
27644,brazilian
43242,mexican
28368,spanish
2429,spanish
25477,mexican
30938,mexican
29877,italian
30451,mexican
48987,thai
17989,british
13439,indian
33444,russian
38794,korean
37227,italian
39679,british
34234,southern_us
38038,chinese
7274,italian
18018,greek
11450,italian
48160,moroccan
21288,mexican
34704,british
46684,italian
7049,moroccan
9116,thai
22485,moroccan
6346,greek
40269,mexican
35850,chinese
1429,brazilian
19739,british
38972,russian
39570,russian
43463,italian
21757,italian
36070,greek
40550,mexican
22914,thai
15074,indian
41576,mexican
46372,italian
8751,jamaican
47378,italian
21143,japanese
3818,moroccan
48486,cajun_creole
23388,jamaican
37216,cajun_creole
13142,cajun_creole
828,french
18468,chinese
25554,british
9863,spanish
12771,korean
3066,italian
35442,jamaican
25696,jamaican
38136,spanish
35825,moroccan
28933,cajun_creole
34629,thai
22169,greek
7028,korean
37204,mexican
16980,cajun_creole
27356,jamaican
11736,moroccan
1632,indian
1073,cajun_creole
8236,irish
42866,greek
30904,indian
35258,italian
17290,italian
35929,mexican
46072,chinese
46763,moroccan
47664,moroccan
45625,indian
31177,moroccan
33941,brazilian
12272,british
48146,korean
11812,greek
42795,jamaican
14372,cajun_creole
2964,mexican
9236,korean
18992,korean
30902,russian
30939,greek
20108,greek
6562,thai
46412,vietnamese
8034,cajun_creole
37521,southern_us
46651,italian
32493,jamaican
3251,moroccan
31825,british
2676,jamaican
32140,spanish
5326,jamaican
38240,british
45874,chinese
17253,japanese
25292,filipino
48666,moroccan
49278,mexican
47903,russian
42062,italian
27885,cajun_creole
21229,spanish
47629,filipino
16695,korean
5355,british
45369,cajun_creole
25736,korean
29882,korean
38900,indian
1508,cajun_creole
2526,spanish
16563,mexican
49060,british
31448,southern_us
36746,thai
1280,irish
41950,brazilian
25948,greek
35444,korean
2881,greek
44080,irish
4446,korean
47106,moroccan
15521,korean
44359,british
48967,filipino
1599,italian
44514,greek
7140,indian
27656,cajun_creole
35581,cajun_creole
6359,chinese
41639,italian
42680,moroccan
31520,mexican
47846,moroccan
7993,italian
2996,italian
27737,vietnamese
27427,moroccan
3734,greek
44673,italian
43924,korean
18628,greek
3596,filipino
37666,southern_us
14633,spanish
36259,indian
19752,spanish
16697,british
9550,moroccan
20813,irish
34356,greek
3583,jamaican
14148,chinese
28329,italian
166,mexican
12368,southern_us
32261,thai
35306,cajun_creole
1414,korean
45051,british
20767,mexican
23450,spanish
404,italian
527,japanese
25416,vietnamese
25409,british
34603,chinese
20266,moroccan
9513,cajun_creole
7794,moroccan
19429,indian
11328,italian
49242,chinese
40411,korean
46424,italian
1634,british
47221,thai
3963,southern_us
15515,cajun_creole
6735,mexican
41899,cajun_creole
36222,chinese
24468,cajun_creole
9876,british
33614,british
42279,russian
46846,vietnamese
34711,thai
39556,brazilian
1064,cajun_creole
30080,italian
6076,italian
5670,moroccan
44525,moroccan
19743,moroccan
36205,filipino
9030,greek
39755,korean
39434,japanese
37803,spanish
30053,spanish
11661,italian
17918,jamaican
44237,brazilian
38536,cajun_creole
47369,irish
6108,filipino
16807,indian
41329,irish
33582,korean
9570,indian
47129,cajun_creole
14268,greek
8395,korean
38977,mexican
22716,irish
25753,vietnamese
12018,mexican
31659,korean
21149,moroccan
10328,indian
33585,spanish
29192,italian
46733,russian
12887,thai
24354,british
39237,italian
19430,filipino
39895,greek
34566,greek
17889,korean
40652,mexican
31395,filipino
35908,thai
18341,mexican
17745,mexican
40560,filipino
25097,spanish
31430,russian
25484,indian
43668,french
2184,indian
12106,chinese
25747,indian
11423,italian
22403,moroccan
2880,korean
15445,spanish
9825,chinese
31607,moroccan
9341,cajun_creole
2406,spanish
28466,greek
8619,italian
16097,filipino
11652,jamaican
16852,french
29111,greek
33602,moroccan
35,mexican
47741,spanish
39820,spanish
25332,korean
5720,filipino
19634,cajun_creole
34851,chinese
14117,chinese
12195,british
33665,greek
46228,italian
15964,greek
47502,korean
41865,spanish
46055,british
8863,mexican
48658,italian
42251,italian
33164,italian
24526,irish
39431,french
3893,southern_us
34175,filipino
6727,british
17230,mexican
24579,mexican
15873,british
3703,british
27030,jamaican
9149,greek
16152,mexican
49665,italian
27036,greek
8341,greek
30384,moroccan
32883,british
29047,mexican
31964,british
7011,greek
46301,british
3495,thai
11949,mexican
975,british
15529,korean
15372,mexican
5176,greek
13631,spanish
42028,spanish
4936,russian
26471,korean
43833,chinese
47933,irish
38373,mexican
5780,filipino
46303,italian
27308,italian
10340,british
48900,irish
876,cajun_creole
10446,british
15082,thai
31706,filipino
24885,british
34944,cajun_creole
7917,italian
5923,indian
44272,greek
41074,russian
381,italian
16053,british
37470,british
23027,mexican
42078,british
13183,spanish
14828,greek
15394,mexican
46300,french
38963,mexican
679,french
34558,korean
31528,cajun_creole
45629,moroccan
5034,mexican
35031,greek
13237,spanish
42339,spanish
3911,korean
20409,british
24741,italian
18381,indian
7572,moroccan
24226,british
19945,mexican
31809,jamaican
17903,greek
48664,cajun_creole
14122,greek
3175,mexican
3403,moroccan
11062,cajun_creole
16629,mexican
11349,filipino
14353,mexican
25633,thai
11424,moroccan
36024,thai
7151,mexican
12777,mexican
34289,southern_us
13904,italian
40792,british
11649,british
227,spanish
10396,cajun_creole
6559,korean
14195,italian
21511,cajun_creole
431,filipino
5651,southern_us
20754,indian
24905,southern_us
16731,korean
